"cutoff","target","tissue","phenotype","module","module_size","gene","correlation"
"9","APP","DLPFC","AD","SCAF4",140,"TENM2",0.334
"9","APP","DLPFC","AD","SCAF4",140,"L1CAM",0.334
"9","APP","DLPFC","AD","SCAF4",140,"ACD",0.333
"9","APP","DLPFC","AD","SCAF4",140,"HOOK1",0.333
"9","APP","DLPFC","AD","SCAF4",140,"CUX2",0.331
"9","APP","DLPFC","AD","SCAF4",140,"ZNF304",0.331
"9","APP","DLPFC","AD","SCAF4",140,"UNC13A",0.33
"9","APP","DLPFC","AD","SCAF4",140,"DEDD2",0.329
"9","APP","DLPFC","AD","SCAF4",140,"SRC",0.329
"9","APP","DLPFC","AD","SCAF4",140,"DLGAP4",0.329
"9","APP","DLPFC","AD","SCAF4",140,"ARG2",0.329
"9","APP","DLPFC","AD","SCAF4",140,"FAM222B",0.329
"9","APP","DLPFC","AD","SCAF4",140,"SLC35E4",0.329
"9","APP","DLPFC","AD","SCAF4",140,"LONRF1",0.328
"9","APP","DLPFC","AD","SCAF4",140,"PRRT1",0.328
"9","APP","DLPFC","AD","SCAF4",140,"PRDM2",0.327
"9","APP","DLPFC","AD","SCAF4",140,"GARS1",0.326
"9","APP","DLPFC","AD","PLPP5",140,"PLPP5",1
"9","APP","DLPFC","AD","PLPP5",140,"PAPLN",0.68
"9","APP","DLPFC","AD","PLPP5",140,"C3orf70",0.654
"9","APP","DLPFC","AD","PLPP5",140,"ERBB2",0.651
"9","APP","DLPFC","AD","PLPP5",140,"RGS20",0.651
"9","APP","DLPFC","AD","PLPP5",140,"LGI4",0.648
"9","APP","DLPFC","AD","PLPP5",140,"FXYD1",0.639
"9","APP","DLPFC","AD","PLPP5",140,"CIB1",0.637
"9","APP","DLPFC","AD","PLPP5",140,"BMPR1B",0.629
"9","APP","DLPFC","AD","PLPP5",140,"AHCYL1",0.625
"9","APP","DLPFC","AD","PLPP5",10,"AGT",0.625
"9","APP","DLPFC","AD","PLPP5",10,"ITGB4",0.619
"9","APP","DLPFC","AD","PLPP5",10,"PLD2",0.617
"9","APP","DLPFC","AD","PLPP5",10,"EML3",0.613
"9","APP","DLPFC","AD","PLPP5",10,"PMP22",0.612
"9","APP","DLPFC","AD","PLPP5",10,"GPT2",0.61
"9","APP","DLPFC","AD","PLPP5",10,"RAB34",0.61
"9","APP","DLPFC","AD","PLPP5",10,"RIDA",0.605
"9","APP","DLPFC","AD","PLPP5",10,"PITPNC1",0.604
"9","APP","DLPFC","AD","PLPP5",10,"NPAS3",0.604
"9","APP","DLPFC","AD","PLPP5",160,"MTA2",0.601
"9","APP","DLPFC","AD","PLPP5",160,"IRAG1",0.601
"9","APP","DLPFC","AD","PLPP5",160,"SLC44A2",0.601
"9","APP","DLPFC","AD","PLPP5",160,"SLC2A4RG",0.6
"9","APP","DLPFC","AD","PLPP5",160,"RFX4",0.599
"9","APP","DLPFC","AD","PLPP5",160,"PLSCR4",0.599
"9","APP","DLPFC","AD","PLPP5",160,"ECHDC2",0.598
"9","APP","DLPFC","AD","PLPP5",160,"LGALS3",0.598
"9","APP","DLPFC","AD","PLPP5",160,"ECI2",0.596
"9","APP","DLPFC","AD","PLPP5",160,"ALDH1L1",0.595
"9","APP","DLPFC","AD","PLPP5",160,"LIX1",0.591
"9","APP","DLPFC","AD","PLPP5",160,"PTTG1IP",0.59
"9","APP","DLPFC","AD","PLPP5",160,"SEMA4B",0.588
"9","APP","DLPFC","AD","PLPP5",160,"ACKR3",0.588
"9","APP","DLPFC","AD","PLPP5",160,"SLC9A9",0.586
"9","APP","DLPFC","AD","PLPP5",160,"EFEMP2",0.585
"9","APP","DLPFC","AD","PLPP5",160,"IZUMO4",0.585
"9","APP","DLPFC","AD","PLPP5",160,"DPY19L3",0.584
"9","APP","DLPFC","AD","PLPP5",160,"ALDH4A1",0.582
"9","APP","DLPFC","AD","PLPP5",160,"CD81",0.582
"9","APP","DLPFC","AD","PLPP5",160,"GNB2",0.582
"9","APP","DLPFC","AD","PLPP5",160,"MRO",0.582
"9","APP","DLPFC","AD","PLPP5",160,"HSDL2",0.581
"9","APP","DLPFC","AD","PLPP5",160,"TRIP6",0.581
"9","APP","DLPFC","AD","PLPP5",160,"DECR1",0.58
"9","APP","DLPFC","AD","PLPP5",160,"BBOX1",0.58
"9","APP","DLPFC","AD","PLPP5",160,"SOX9",0.579
"9","APP","DLPFC","AD","PLPP5",160,"LEPROT",0.577
"9","APP","DLPFC","AD","PLPP5",160,"IL17RD",0.577
"9","APP","DLPFC","AD","PLPP5",160,"MAOA",0.575
"9","APP","DLPFC","AD","PLPP5",160,"HADHA",0.574
"9","APP","DLPFC","AD","PLPP5",160,"ACOX1",0.574
"9","APP","DLPFC","AD","PLPP5",160,"NPL",0.573
"9","APP","DLPFC","AD","PLPP5",160,"RYR3",0.571
"9","APP","DLPFC","AD","PLPP5",160,"TNFSF13",0.571
"9","APP","DLPFC","AD","PLPP5",160,"IL17D",0.57
"9","APP","DLPFC","AD","PLPP5",160,"CYBRD1",0.568
"9","APP","DLPFC","AD","PLPP5",160,"MGST1",0.568
"9","APP","DLPFC","AD","PLPP5",160,"ACSS3",0.568
"9","APP","DLPFC","AD","PLPP5",160,"RHOBTB3",0.566
"10","APP","DLPFC","AD","PPP2CA",160,"PPP2CA",1
"10","APP","DLPFC","AD","PPP2CA",160,"EPB41L3",0.914
"10","APP","DLPFC","AD","PPP2CA",160,"NPTN",0.907
"10","APP","DLPFC","AD","PPP2CA",160,"SNAP91",0.907
"10","APP","DLPFC","AD","PPP2CA",160,"YWHAG",0.907
"10","APP","DLPFC","AD","PPP2CA",160,"CAP2",0.906
"10","APP","DLPFC","AD","PPP2CA",160,"WDR47",0.9
"10","APP","DLPFC","AD","PPP2CA",160,"SYNJ1",0.899
"10","APP","DLPFC","AD","PPP2CA",160,"PRKCE",0.897
"10","APP","DLPFC","AD","PPP2CA",160,"DNAJC6",0.897
"10","APP","DLPFC","AD","PPP2CA",160,"GUCY1B1",0.896
"10","APP","DLPFC","AD","PPP2CA",160,"HCN1",0.896
"10","APP","DLPFC","AD","PPP2CA",160,"DLGAP1",0.895
"10","APP","DLPFC","AD","PPP2CA",160,"TBC1D9",0.894
"10","APP","DLPFC","AD","PPP2CA",160,"OPCML",0.893
"10","APP","DLPFC","AD","PPP2CA",160,"ATP2B2",0.891
"10","APP","DLPFC","AD","PPP2CA",160,"STXBP1",0.891
"10","APP","DLPFC","AD","PPP2CA",160,"NSF",0.89
"10","APP","DLPFC","AD","PPP2CA",160,"KCNQ5",0.889
"10","APP","DLPFC","AD","PPP2CA",160,"GABRA1",0.889
"10","APP","DLPFC","AD","PPP2CA",160,"SV2A",0.887
"10","APP","DLPFC","AD","PPP2CA",160,"MARK1",0.886
"10","APP","DLPFC","AD","PPP2CA",160,"ATP6V1C1",0.884
"10","APP","DLPFC","AD","PPP2CA",160,"PJA2",0.883
"10","APP","DLPFC","AD","PPP2CA",160,"ATP2A2",0.88
"10","APP","DLPFC","AD","PPP2CA",160,"RASGRF1",0.878
"10","APP","DLPFC","AD","PPP2CA",160,"CNTNAP2",0.878
"10","APP","DLPFC","AD","PPP2CA",160,"PRKACB",0.877
"10","APP","DLPFC","AD","PPP2CA",160,"SNAP25",0.877
"10","APP","DLPFC","AD","PPP2CA",160,"ATL1",0.877
"10","APP","DLPFC","AD","ATP1B1",160,"ATP1B1",1
"10","APP","DLPFC","AD","ATP1B1",160,"MAPK9",0.928
"10","APP","DLPFC","AD","ATP1B1",160,"NDRG4",0.928
"10","APP","DLPFC","AD","ATP1B1",160,"GOT1",0.926
"10","APP","DLPFC","AD","ATP1B1",160,"RCAN2",0.925
"10","APP","DLPFC","AD","ATP1B1",160,"EPB41L3",0.924
"10","APP","DLPFC","AD","ATP1B1",160,"ATP1A3",0.923
"10","APP","DLPFC","AD","ATP1B1",160,"SV2A",0.921
"10","APP","DLPFC","AD","ATP1B1",160,"VSNL1",0.918
"10","APP","DLPFC","AD","ATP1B1",160,"YWHAG",0.916
"10","APP","DLPFC","AD","ATP1B1",160,"SYNJ1",0.915
"10","APP","DLPFC","AD","ATP1B1",160,"NPTN",0.915
"10","APP","DLPFC","AD","ATP1B1",160,"HCN1",0.911
"10","APP","DLPFC","AD","ATP1B1",160,"MDH1",0.909
"10","APP","DLPFC","AD","ATP1B1",160,"SNAP25",0.907
"10","APP","DLPFC","AD","ATP1B1",160,"LRP11",0.906
"10","APP","DLPFC","AD","ATP1B1",160,"INA",0.905
"10","APP","DLPFC","AD","ATP1B1",160,"SNX10",0.903
"10","APP","DLPFC","AD","ATP1B1",160,"NSF",0.902
"10","APP","DLPFC","AD","ATP1B1",160,"TRIM37",0.902
"10","APP","DLPFC","AD","ATP1B1",160,"TBC1D9",0.901
"10","APP","DLPFC","AD","ATP1B1",160,"KCNQ5",0.901
"10","APP","DLPFC","AD","ATP1B1",160,"DNAJC6",0.901
"10","APP","DLPFC","AD","ATP1B1",160,"DCLK1",0.9
"10","APP","DLPFC","AD","ATP1B1",160,"RAB3A",0.9
"10","APP","DLPFC","AD","ATP1B1",160,"CMAS",0.9
"10","APP","DLPFC","AD","ATP1B1",160,"NAPG",0.9
"10","APP","DLPFC","AD","ATP1B1",160,"RASGRF1",0.9
"10","APP","DLPFC","AD","ATP1B1",160,"VDAC1",0.9
"10","APP","DLPFC","AD","ATP1B1",160,"ATP2B2",0.899
"10","APP","DLPFC","AD","ATP1B1",160,"STXBP1",0.898
"10","APP","DLPFC","AD","ATP1B1",160,"KCNC2",0.897
"10","APP","DLPFC","AD","ATP1B1",160,"PRKCE",0.896
"10","APP","DLPFC","AD","ATP1B1",160,"SNAP91",0.896
"10","APP","DLPFC","AD","ATP1B1",160,"OPCML",0.895
"10","APP","DLPFC","AD","ATP1B1",160,"OAT",0.895
"10","APP","DLPFC","AD","ATP1B1",160,"GOT2",0.895
"10","APP","DLPFC","AD","ATP1B1",160,"RTN3",0.894
"10","APP","DLPFC","AD","ATP1B1",160,"HPRT1",0.894
"10","APP","DLPFC","AD","ATP1B1",160,"ADAM23",0.893
"10","APP","DLPFC","AD","SERINC3",160,"SERINC3",1
"10","APP","DLPFC","AD","SERINC3",160,"SLC30A9",0.904
"10","APP","DLPFC","AD","SERINC3",160,"G3BP2",0.895
"10","APP","DLPFC","AD","SERINC3",160,"PAFAH1B1",0.892
"10","APP","DLPFC","AD","SERINC3",160,"PPM1H",0.892
"10","APP","DLPFC","AD","SERINC3",160,"OXCT1",0.892
"10","APP","DLPFC","AD","SERINC3",160,"PJA2",0.881
"10","APP","DLPFC","AD","SERINC3",160,"DNAJC6",0.88
"10","APP","DLPFC","AD","SERINC3",160,"ZNF25",0.876
"10","APP","DLPFC","AD","SERINC3",160,"UBQLN1",0.871
"10","APP","DLPFC","AD","SERINC3",160,"PRKACB",0.869
"10","APP","DLPFC","AD","SERINC3",160,"DOCK3",0.867
"10","APP","DLPFC","AD","SERINC3",160,"DYNC1I1",0.866
"10","APP","DLPFC","AD","SERINC3",160,"OPCML",0.866
"10","APP","DLPFC","AD","SERINC3",160,"TOMM20",0.866
"10","APP","DLPFC","AD","SERINC3",160,"OXR1",0.865
"10","APP","DLPFC","AD","SERINC3",160,"MFSD6",0.864
"10","APP","DLPFC","AD","SERINC3",160,"DPP10",0.864
"10","APP","DLPFC","AD","SERINC3",160,"ACTR2",0.864
"10","APP","DLPFC","AD","SERINC3",160,"ATP9A",0.864
"10","APP","DLPFC","AD","SERINC3",160,"GPRASP2",0.862
"10","APP","DLPFC","AD","SERINC3",160,"ATP6AP2",0.862
"10","APP","DLPFC","AD","SERINC3",160,"NDFIP1",0.861
"10","APP","DLPFC","AD","SERINC3",160,"PCMT1",0.86
"10","APP","DLPFC","AD","SERINC3",160,"ITFG1",0.859
"10","APP","DLPFC","AD","SERINC3",160,"DSTN",0.859
"10","APP","DLPFC","AD","SERINC3",160,"SNAP25",0.858
"10","APP","DLPFC","AD","SERINC3",160,"FAM3C",0.857
"10","APP","DLPFC","AD","SERINC3",160,"MTMR7",0.856
"10","APP","DLPFC","AD","SERINC3",160,"SLC25A46",0.855
"10","APP","DLPFC","AD","SERINC3",160,"OLFM3",0.855
"10","APP","DLPFC","AD","SERINC3",160,"RAB6A",0.855
"10","APP","DLPFC","AD","SERINC3",160,"NSF",0.855
"10","APP","DLPFC","AD","SERINC3",160,"CALM3",0.855
"10","APP","DLPFC","AD","SERINC3",160,"RAB3GAP1",0.854
"10","APP","DLPFC","AD","SERINC3",160,"EIF4G3",0.854
"10","APP","DLPFC","AD","SERINC3",160,"NMNAT2",0.854
"10","APP","DLPFC","AD","SERINC3",160,"UNC80",0.853
"10","APP","DLPFC","AD","SERINC3",160,"RAP1GDS1",0.852
"10","APP","DLPFC","AD","SERINC3",160,"UCHL5",0.852
"10","APP","DLPFC","AD","SERINC3",160,"PPP3CB",0.851
"10","APP","DLPFC","AD","SERINC3",160,"DLGAP1",0.851
"10","APP","DLPFC","AD","SERINC3",160,"GPRASP1",0.85
"10","APP","DLPFC","AD","SERINC3",160,"DNM3",0.849
"10","APP","DLPFC","AD","SERINC3",160,"SUCLA2",0.849
"10","APP","DLPFC","AD","SERINC3",160,"PRKAR1A",0.849
"10","APP","DLPFC","AD","SERINC3",160,"GUCY1B1",0.848
"10","APP","DLPFC","AD","SERINC3",160,"GABARAPL1",0.848
"10","APP","DLPFC","AD","SERINC3",160,"KCNQ5",0.848
"10","APP","DLPFC","AD","SERINC3",160,"TRIM37",0.848
"10","APP","DLPFC","AD","SERINC3",60,"KRT222",0.848
"10","APP","DLPFC","AD","SERINC3",60,"CNTNAP2",0.848
"10","APP","DLPFC","AD","SERINC3",60,"GOT1",0.847
"10","APP","DLPFC","AD","SERINC3",60,"TRAPPC6B",0.847
"10","APP","DLPFC","AD","SERINC3",60,"WDR47",0.847
"10","APP","DLPFC","AD","SERINC3",60,"ATAD1",0.847
"10","APP","DLPFC","AD","SERINC3",60,"SYT4",0.847
"10","APP","DLPFC","AD","SERINC3",60,"ATP6V1C1",0.846
"10","APP","DLPFC","AD","SERINC3",60,"NBEA",0.845
"10","APP","DLPFC","AD","SERINC3",60,"TMEM178B",0.845
"10","APP","DLPFC","AD","SERINC3",60,"NCALD",0.845
"10","APP","DLPFC","AD","SERINC3",60,"PCDHAC2",0.845
"10","APP","DLPFC","AD","SERINC3",60,"YWHAG",0.845
"10","APP","DLPFC","AD","SERINC3",60,"STXBP5L",0.844
"10","APP","DLPFC","AD","SERINC3",60,"HEATR5B",0.844
"10","APP","DLPFC","AD","SERINC3",60,"NELL2",0.844
"10","APP","DLPFC","AD","SERINC3",60,"RCAN2",0.842
"10","APP","DLPFC","AD","SERINC3",60,"PAK1",0.842
"10","APP","DLPFC","AD","SERINC3",60,"CDK14",0.842
"10","APP","DLPFC","AD","SERINC3",60,"EPB41L3",0.841
"10","APP","DLPFC","AD","SERINC3",60,"MAPK9",0.841
"10","APP","DLPFC","AD","SERINC3",60,"ATRN",0.841
"10","APP","DLPFC","AD","SERINC3",60,"ADAM22",0.84
"10","APP","DLPFC","AD","SERINC3",60,"SLC39A10",0.839
"10","APP","DLPFC","AD","SERINC3",60,"PAIP2",0.839
"10","APP","DLPFC","AD","SERINC3",60,"SYNJ1",0.838
"10","APP","DLPFC","AD","SERINC3",60,"FBXO9",0.838
"10","APP","DLPFC","AD","SERINC3",60,"TBC1D9",0.837
"10","APP","DLPFC","AD","SERINC3",60,"REEP5",0.837
"10","APP","DLPFC","AD","SERINC3",60,"MOAP1",0.837
"10","APP","DLPFC","AD","SERINC3",60,"C11orf87",0.837
"10","APP","DLPFC","AD","SERINC3",60,"RASAL2",0.836
"10","APP","DLPFC","AD","SERINC3",60,"ARL1",0.836
"10","APP","DLPFC","AD","SERINC3",60,"ATP2B2",0.836
"10","APP","DLPFC","AD","SERINC3",60,"DYNC1LI1",0.836
"10","APP","DLPFC","AD","SERINC3",60,"CDC42SE2",0.836
"10","APP","DLPFC","AD","SERINC3",60,"HIVEP2",0.836
"10","APP","DLPFC","AD","SERINC3",60,"RAB2A",0.835
"10","APP","DLPFC","AD","SERINC3",60,"GSK3B",0.835
"10","APP","DLPFC","AD","SERINC3",60,"NECAP1",0.835
"10","APP","DLPFC","AD","TPPP",60,"TPPP",1
"10","APP","DLPFC","AD","TPPP",60,"DOCK3",0.827
"10","APP","DLPFC","AD","TPPP",60,"APBA1",0.824
"10","APP","DLPFC","AD","TPPP",60,"FAM131B",0.824
"10","APP","DLPFC","AD","TPPP",60,"EIF4G3",0.817
"10","APP","DLPFC","AD","TPPP",60,"PPM1H",0.813
"10","APP","DLPFC","AD","TPPP",60,"RAPGEF2",0.813
"10","APP","DLPFC","AD","TPPP",60,"CLCN4",0.812
"10","APP","DLPFC","AD","TPPP",60,"DNAJC6",0.812
"10","APP","DLPFC","AD","TPPP",60,"PRKACB",0.805
"10","APP","DLPFC","AD","TPPP",60,"CDS2",0.804
"10","APP","DLPFC","AD","TPPP",60,"FRY",0.803
"10","APP","DLPFC","AD","TPPP",60,"RAB3GAP1",0.798
"10","APP","DLPFC","AD","TPPP",60,"SPIN1",0.794
"10","APP","DLPFC","AD","TPPP",60,"PIK3CB",0.792
"10","APP","DLPFC","AD","TPPP",60,"MFSD6",0.79
"10","APP","DLPFC","AD","TPPP",60,"WDR47",0.789
"10","APP","DLPFC","AD","TPPP",60,"TCP11L1",0.788
"10","APP","DLPFC","AD","TPPP",60,"EPB41L1",0.788
"10","APP","DLPFC","AD","TPPP",60,"SYNJ1",0.784
"10","APP","DLPFC","AD","TPPP",120,"MYO5A",0.784
"10","APP","DLPFC","AD","TPPP",120,"KIF3C",0.783
"10","APP","DLPFC","AD","TPPP",120,"EPB41L3",0.782
"10","APP","DLPFC","AD","TPPP",120,"HLF",0.782
"10","APP","DLPFC","AD","TPPP",120,"LRRC4",0.781
"10","APP","DLPFC","AD","TPPP",120,"PIK3R1",0.78
"10","APP","DLPFC","AD","TPPP",120,"DIRAS2",0.779
"10","APP","DLPFC","AD","TPPP",120,"G3BP2",0.779
"10","APP","DLPFC","AD","TPPP",120,"ATP9A",0.778
"10","APP","DLPFC","AD","TPPP",120,"NCKAP1",0.777
"10","APP","DLPFC","AD","TPPP",120,"MAP2K4",0.776
"10","APP","DLPFC","AD","TPPP",120,"ATP6V1C1",0.775
"10","APP","DLPFC","AD","TPPP",120,"YWHAG",0.775
"10","APP","DLPFC","AD","TPPP",120,"OXR1",0.774
"10","APP","DLPFC","AD","TPPP",120,"SATB1",0.773
"10","APP","DLPFC","AD","TPPP",120,"NPTN",0.772
"10","APP","DLPFC","AD","TPPP",120,"ANK2",0.771
"10","APP","DLPFC","AD","TPPP",120,"PHACTR1",0.771
"10","APP","DLPFC","AD","TPPP",120,"CKAP5",0.77
"10","APP","DLPFC","AD","TPPP",120,"TRIM37",0.77
"10","APP","DLPFC","AD","TPPP",120,"IQSEC1",0.769
"10","APP","DLPFC","AD","TPPP",120,"ITPR1",0.769
"10","APP","DLPFC","AD","TPPP",120,"CNTNAP1",0.768
"10","APP","DLPFC","AD","TPPP",120,"UNC80",0.766
"10","APP","DLPFC","AD","TPPP",120,"BICRAL",0.765
"10","APP","DLPFC","AD","TPPP",120,"PPP3CB",0.765
"10","APP","DLPFC","AD","TPPP",120,"SLITRK5",0.763
"10","APP","DLPFC","AD","TPPP",120,"FAM13B",0.762
"10","APP","DLPFC","AD","TPPP",120,"NSF",0.762
"10","APP","DLPFC","AD","TPPP",120,"DNM3",0.761
"10","APP","DLPFC","AD","NCL",120,"NCL",1
"10","APP","DLPFC","AD","NCL",120,"HTATSF1",0.603
"10","APP","DLPFC","AD","NCL",120,"CSDE1",0.565
"10","APP","DLPFC","AD","NCL",120,"RNF20",0.557
"10","APP","DLPFC","AD","NCL",120,"TCEAL4",0.523
"10","APP","DLPFC","AD","NCL",120,"SEPTIN7",0.521
"10","APP","DLPFC","AD","NCL",120,"TRAF3IP1",0.512
"10","APP","DLPFC","AD","NCL",120,"ZMYND11",0.502
"10","APP","DLPFC","AD","NCL",120,"FAM204A",0.496
"10","APP","DLPFC","AD","NCL",120,"GNL1",0.494
"10","APP","DLPFC","AD","NCL",120,"FMR1",0.494
"10","APP","DLPFC","AD","NCL",120,"AGO1",0.489
"10","APP","DLPFC","AD","NCL",120,"HNRNPU",0.486
"10","APP","DLPFC","AD","NCL",120,"JAKMIP2",0.483
"10","APP","DLPFC","AD","NCL",120,"SH3D19",0.481
"10","APP","DLPFC","AD","NCL",120,"MAP7",0.474
"10","APP","DLPFC","AD","NCL",120,"TTLL11",0.473
"10","APP","DLPFC","AD","NCL",120,"SMARCA5",0.472
"10","APP","DLPFC","AD","NCL",120,"EPM2A",0.47
"10","APP","DLPFC","AD","NCL",120,"GIGYF2",0.468
"10","APP","DLPFC","AD","NCL",120,"PTPN11",0.467
"10","APP","DLPFC","AD","NCL",120,"IK",0.467
"10","APP","DLPFC","AD","NCL",120,"EIF4B",0.466
"10","APP","DLPFC","AD","NCL",120,"IWS1",0.463
"10","APP","DLPFC","AD","NCL",120,"HNRNPA1",0.462
"10","APP","DLPFC","AD","NCL",120,"HNRNPK",0.459
"10","APP","DLPFC","AD","NCL",120,"PWP1",0.459
"10","APP","DLPFC","AD","NCL",120,"MFN2",0.452
"10","APP","DLPFC","AD","NCL",120,"FEZ1",0.45
"10","APP","DLPFC","AD","NCL",120,"MTERF4",0.442
"10","APP","DLPFC","AD","ZFPM1",120,"ZFPM1",1
"10","APP","DLPFC","AD","ZFPM1",120,"BCL7C",0.414
"10","APP","DLPFC","AD","ZFPM1",120,"GATAD2A",0.406
"10","APP","DLPFC","AD","ZFPM1",120,"ZNF395",0.402
"10","APP","DLPFC","AD","ZFPM1",120,"ZNFX1",0.398
"10","APP","DLPFC","AD","ZFPM1",120,"C8orf82",0.398
"10","APP","DLPFC","AD","ZFPM1",120,"IL17RC",0.392
"10","APP","DLPFC","AD","ZFPM1",120,"RIN3",0.392
"10","APP","DLPFC","AD","ZFPM1",120,"REXO1",0.39
"10","APP","DLPFC","AD","ZFPM1",120,"SAPCD2",0.389
"10","APP","DLPFC","AD","RPS10",120,"RPS10",1
"10","APP","DLPFC","AD","RPS10",120,"RPS12",0.654
"10","APP","DLPFC","AD","RPS10",120,"RPS13",0.63
"10","APP","DLPFC","AD","RPS10",120,"RPS27A",0.622
"10","APP","DLPFC","AD","RPS10",120,"RPL11",0.614
"10","APP","DLPFC","AD","RPS10",120,"RPS23",0.588
"10","APP","DLPFC","AD","RPS10",120,"EEF1G",0.583
"10","APP","DLPFC","AD","RPS10",120,"RPL36",0.582
"10","APP","DLPFC","AD","RPS10",120,"RPS15A",0.58
"10","APP","DLPFC","AD","RPS10",120,"C1orf122",0.574
"10","APP","DLPFC","AD","RPS10",120,"RPL23A",0.567
"10","APP","DLPFC","AD","RPS10",120,"RPS21",0.557
"10","APP","DLPFC","AD","RPS10",120,"RPL27A",0.551
"10","APP","DLPFC","AD","RPS10",120,"RPS4X",0.546
"10","APP","DLPFC","AD","RPS10",120,"RPL18A",0.545
"10","APP","DLPFC","AD","RPS10",120,"COPS9",0.545
"10","APP","DLPFC","AD","RPS10",120,"RPL39",0.545
"10","APP","DLPFC","AD","RPS10",120,"RPS27",0.542
"10","APP","DLPFC","AD","RPS10",120,"RPS17",0.539
"10","APP","DLPFC","AD","RPS10",120,"ROMO1",0.539
"10","APP","DLPFC","AD","PTAR1",120,"PTAR1",1
"10","APP","DLPFC","AD","PTAR1",120,"QKI",0.823
"10","APP","DLPFC","AD","PTAR1",120,"EFCAB14",0.802
"10","APP","DLPFC","AD","PTAR1",120,"GOLIM4",0.774
"10","APP","DLPFC","AD","PTAR1",120,"PREX2",0.77
"10","APP","DLPFC","AD","PTAR1",120,"IL6ST",0.769
"10","APP","DLPFC","AD","PTAR1",120,"CPNE3",0.762
"10","APP","DLPFC","AD","PTAR1",120,"NEBL",0.752
"10","APP","DLPFC","AD","PTAR1",120,"YAP1",0.75
"10","APP","DLPFC","AD","PTAR1",120,"GNA13",0.743
"10","APP","DLPFC","AD","DEAF1",120,"DEAF1",1
"10","APP","DLPFC","AD","DEAF1",120,"PRRC2A",0.444
"10","APP","DLPFC","AD","DEAF1",120,"KCTD3",0.431
"10","APP","DLPFC","AD","DEAF1",120,"NUCKS1",0.42
"10","APP","DLPFC","AD","DEAF1",120,"GRIN1",0.413
"10","APP","DLPFC","AD","DEAF1",120,"EML3",0.413
"10","APP","DLPFC","AD","DEAF1",120,"C1orf198",0.412
"10","APP","DLPFC","AD","DEAF1",120,"ERBIN",0.404
"10","APP","DLPFC","AD","DEAF1",120,"DDX56",0.398
"10","APP","DLPFC","AD","DEAF1",120,"ABCC9",0.395
"10","APP","DLPFC","AD","DEAF1",120,"SLC6A8",0.39
"10","APP","DLPFC","AD","DEAF1",120,"AKT1",0.39
"10","APP","DLPFC","AD","DEAF1",120,"SPATA13",0.39
"10","APP","DLPFC","AD","DEAF1",120,"MDM2",0.387
"10","APP","DLPFC","AD","DEAF1",120,"GOLM2",0.386
"10","APP","DLPFC","AD","DEAF1",120,"ST6GALNAC6",0.384
"10","APP","DLPFC","AD","DEAF1",120,"CIC",0.384
"10","APP","DLPFC","AD","DEAF1",120,"ZNF608",0.384
"10","APP","DLPFC","AD","DEAF1",120,"PCGF5",0.381
"10","APP","DLPFC","AD","DEAF1",120,"HIPK3",0.38
